210;5;0
210;6;0
210;7;0
210;8;1
210;9;0
210;10;0
220;1;0
220;2;0
220;3;0
220;4;0
220;5;0
220;6;0
220;7;0
220;8;0
220;9;0
220;10;0
230;1;0
230;2;0
230;3;0
230;4;0
230;5;0
230;6;0
230;7;1
230;8;0
230;9;1
230;10;0
240;1;0
240;2;0
240;3;0
240;4;0
240;5;0
240;6;0
240;7;0
240;8;0
240;9;0
240;10;0
250;1;0
250;2;0
250;3;0
250;4;0
250;5;0
250;6;0
250;7;0
250;8;0
250;9;0
250;10;0
260;1;0
260;2;0
260;3;0
260;4;0
260;5;0
260;6;1
260;7;0
260;8;0
260;9;0
260;10;0
270;1;0
270;2;0
270;3;0
270;4;0
270;5;0
270;6;0
270;7;0
270;8;0
270;9;1
270;10;1
280;1;0
280;2;0
280;3;0
280;4;0
280;5;0
280;6;0
280;7;0
280;8;0
280;9;0
280;10;0
290;1;0
290;2;0
290;3;1
290;4;0
290;5;0
290;6;0
290;7;0
290;8;0
290;9;0
290;10;0
300;1;0
300;2;0
300;3;0
300;4;1
300;5;0
300;6;1
300;7;0
300;8;0
300;9;0
300;10;0
310;1;0
310;2;0
310;3;0
310;4;0
310;5;0
310;6;1
310;7;0
310;8;0
310;9;0
310;10;0
320;1;0
320;2;1
320;3;1
320;4;1
320;5;0
320;6;0
320;7;0
320;8;0
320;9;0
320;10;0
330;1;0
330;2;0
330;3;0
330;4;0
330;5;0
330;6;0
330;7;0
330;8;0
330;9;0
330;10;0
340;1;0
340;2;0
340;3;0
340;4;0
340;5;0
340;6;0
340;7;0
340;8;0
340;9;0
340;10;0
350;1;0
350;2;1
350;3;0
350;4;0
350;5;0
350;6;0
350;7;0
350;8;0
350;9;0
350;10;0
360;1;0
360;2;0
360;3;0
360;4;0
360;5;0
360;6;0
360;7;0
360;8;0
360;9;0
360;10;0
370;1;0
370;2;0
370;3;0
370;4;0
370;5;0
370;6;0
370;7;0
370;8;0
370;9;0
370;10;0
380;1;0
380;2;0
380;3;0
380;4;0
380;5;0
380;6;1
380;7;0
380;8;0
380;9;0
380;10;0
390;1;0
390;2;0
390;3;0
390;4;0
390;5;1
390;6;0
390;7;0
390;8;0
390;9;0
390;10;0
400;1;0
400;2;0
400;3;0
400;4;0
400;5;0
400;6;0
400;7;0
400;8;0
400;9;0
400;10;0
410;1;0
410;2;0
410;3;0
410;4;1
410;5;0
410;6;1
410;7;0
410;8;0
410;9;0
410;10;0
420;1;0
420;2;0
420;3;0
420;4;0
420;5;1
420;6;0
420;7;0
420;8;0
420;9;0
420;10;0
430;1;0
430;2;0
430;3;1
430;4;0
430;5;0
430;6;0
430;7;0
430;8;0
430;9;0
430;10;0
440;1;0
440;2;0
440;3;0
440;4;0
440;5;0
440;6;0
440;7;0
440;8;0
440;9;0
440;10;0
450;1;0
450;2;0
450;3;0
450;4;1
450;5;0
450;6;0
450;7;0
450;8;0
450;9;0
450;10;0
460;1;0
460;2;0
460;3;0
460;4;0
460;5;0
460;6;0
460;7;0
460;8;0
460;9;0
460;10;0
470;1;0
470;2;0
470;3;0
470;4;0
470;5;0
470;6;0
470;7;0
470;8;0
470;9;1
470;10;0
480;1;0
480;2;0
480;3;0
480;4;1
480;5;0
480;6;0
480;7;0
480;8;0
480;9;0
480;10;0
490;1;0
490;2;0
490;3;0
490;4;0
490;5;0
490;6;1
490;7;0
490;8;0
490;9;0
490;10;0
500;1;0
500;2;0
500;3;0
500;4;1
500;5;0
500;6;0
500;7;0
500;8;0
500;9;0
500;10;1
510;1;0
510;2;0
510;3;0
510;4;1
510;5;0
510;6;1
510;7;0
510;8;0
510;9;0
510;10;0
520;1;0
520;2;0
520;3;0
520;4;1
520;5;1
520;6;0
520;7;1
520;8;1
520;9;0
520;10;0
530;1;0
530;2;0
530;3;0
530;4;0
530;5;1
530;6;0
530;7;0
530;8;1
530;9;0
530;10;0
540;1;0
540;2;1
540;3;0
540;4;1
540;5;0
540;6;0
540;7;1
540;8;0
540;9;0
540;10;0
550;1;0
550;2;0
550;3;0
550;4;1
550;5;1
550;6;0
550;7;0
550;8;0
550;9;0
550;10;0
560;1;0
560;2;0
560;3;0
560;4;0
560;5;0
560;6;0
560;7;0
560;8;0
560;9;1
560;10;1
570;1;0
570;2;0
570;3;0
570;4;0
570;5;1
570;6;0
570;7;0
570;8;0
570;9;1
570;10;0
580;1;0
580;2;0
580;3;0
580;4;0
580;5;0
580;6;0
580;7;1
580;8;1
580;9;1
580;10;0
590;1;0
590;2;0
590;3;0
590;4;0
590;5;0
590;6;0
590;7;1
590;8;0
590;9;0
590;10;0
600;1;0
600;2;0
600;3;0
600;4;0
600;5;1
600;6;0
600;7;0
600;8;1
600;9;0
600;10;0
610;1;0
610;2;0
610;3;0
610;4;0
610;5;0
610;6;0
610;7;1
610;8;0
610;9;0
610;10;0
620;1;0
620;2;0
620;3;0
620;4;0
620;5;0
620;6;0
620;7;0
620;8;0
620;9;0
620;10;0
630;1;0
630;2;0
630;3;0
630;4;1
630;5;0
630;6;0
630;7;0
630;8;0
630;9;0
630;10;0
640;1;0
640;2;0
640;3;0
640;4;0
640;5;1
640;6;0
640;7;0
640;8;1
640;9;0
640;10;0
650;1;0
650;2;0
650;3;0
650;4;0
650;5;0
650;6;0
650;7;0
650;8;0
650;9;0
650;10;0
660;1;0
660;2;0
660;3;0
660;4;0
660;5;0
660;6;0
660;7;0
660;8;1
660;9;1
660;10;0
670;1;0
670;2;0
670;3;1
670;4;1
670;5;0
670;6;0
670;7;0
670;8;0
670;9;1
670;10;0
680;1;0
680;2;0
680;3;0
680;4;0
680;5;1
680;6;1
680;7;0
680;8;0
680;9;0
680;10;0
690;1;0
690;2;0
690;3;0
690;4;0
690;5;0
690;6;1
690;7;0
690;8;0
690;9;0
690;10;1
700;1;0
700;2;0
700;3;0
700;4;0
700;5;0
700;6;1
700;7;0
700;8;0
700;9;0
700;10;0
710;1;0
710;2;0
710;3;0
710;4;1
710;5;0
710;6;0
710;7;0
710;8;0
710;9;0
710;10;0
720;1;0
720;2;0
720;3;0
720;4;0
720;5;0
720;6;0
720;7;0
720;8;0
720;9;0
720;10;0
730;1;0
730;2;0
730;3;0
730;4;1
730;5;0
730;6;1
730;7;0
730;8;0
730;9;1
730;10;0
740;1;0
740;2;0
740;3;0
740;4;0
740;5;0
740;6;0
740;7;0
740;8;0
740;9;0
740;10;1
750;1;0
750;2;0
750;3;0
750;4;0
750;5;0
750;6;1
750;7;1
750;8;0
750;9;0
750;10;0
760;1;0
760;2;0
760;3;0
760;4;1
760;5;0
760;6;0
760;7;0
760;8;0
760;9;0
760;10;0
770;1;0
770;2;0
770;3;1
770;4;0
770;5;1
770;6;0
770;7;0
770;8;0
770;9;0
770;10;0
780;1;0
780;2;0
780;3;0
780;4;0
780;5;0
780;6;1
780;7;1
780;8;0
780;9;0
780;10;0
790;1;0
790;2;0
790;3;0
790;4;0
790;5;1
790;6;0
790;7;0
790;8;0
790;9;0
790;10;0
800;1;0
800;2;0
800;3;1
800;4;1
800;5;1
800;6;0
800;7;0
800;8;0
800;9;1
800;10;0
810;1;0
810;2;0
810;3;1
810;4;1
810;5;0
810;6;0
810;7;0
810;8;0
810;9;1
810;10;0
820;1;0
820;2;0
820;3;0
820;4;0
820;5;0
820;6;1
820;7;0
820;8;1
820;9;1
820;10;0
830;1;0
830;2;0
830;3;0
830;4;0
830;5;0
830;6;1
830;7;0
830;8;0
830;9;0
830;10;0
840;1;0
840;2;0
840;3;0
840;4;0
840;5;0
840;6;0
840;7;0
840;8;0
840;9;0
840;10;0
850;1;0
850;2;0
850;3;1
850;4;1
850;5;0
850;6;0
850;7;0
850;8;1
850;9;1
850;10;0
860;1;0
860;2;0
860;3;0
860;4;0
860;5;0
860;6;1
860;7;0
860;8;0
860;9;0
860;10;0
870;1;0
870;2;0
870;3;0
870;4;0
870;5;0
870;6;1
870;7;1
870;8;1
870;9;0
870;10;0
880;1;0
880;2;0
880;3;0
880;4;1
880;5;1
880;6;0
880;7;0
880;8;0
880;9;0
880;10;1
890;1;0
890;2;0
890;3;0
890;4;0
890;5;0
890;6;1
890;7;0
890;8;0
890;9;0
890;10;0
900;1;0
900;2;0
900;3;0
900;4;0
900;5;0
900;6;1
900;7;0
900;8;0
900;9;1
900;10;0
910;1;0
910;2;1
910;3;0
910;4;0
910;5;0
910;6;1
910;7;1
910;8;0
910;9;1
910;10;0
920;1;0
920;2;0
920;3;0
920;4;0
920;5;0
920;6;0
920;7;1
920;8;0
920;9;0
920;10;0
930;1;0
930;2;0
930;3;0
930;4;0
930;5;1
930;6;0
930;7;0
930;8;1
930;9;0
930;10;0
940;1;0
940;2;1
940;3;0
940;4;0
940;5;1
940;6;0
940;7;0
940;8;0
940;9;0
940;10;0
950;1;0
950;2;0
950;3;0
950;4;0
950;5;0
950;6;0
950;7;0
950;8;1
950;9;0
950;10;0
960;1;0
960;2;0
960;3;0
960;4;1
960;5;1
960;6;0
960;7;0
960;8;0
960;9;1
960;10;1
970;1;0
970;2;0
970;3;0
970;4;0
970;5;0
970;6;0
970;7;1
970;8;1
970;9;1
970;10;0
980;1;0
980;2;0
980;3;0
980;4;0
980;5;0
980;6;0
980;7;1
980;8;1
980;9;0
980;10;0
990;1;0
990;2;0
990;3;1
990;4;0
990;5;0
990;6;0
990;7;0
990;8;0
990;9;0
990;10;0
1000;1;0
1000;2;0
1000;3;0
1000;4;0
1000;5;0
1000;6;0
1000;7;0
1000;8;0
1000;9;0
1000;10;0
